Name,Type,admin1Name,Ownership,Latitude,Longitude
Balle Dorani Health Center #22,Health Center,Oromia,Public/Government,7.1070057,40.5357225
Feresbet Primery Hospital #22,Hospital,Amhara,Public/Government,10.8774161,37.6250263
Megele 29 Health Post #22,Health Post,Benishangul Gumz,Public/Government,10.0622623,34.5683978
Sorya  Health Post #22,Health Post,Tigray,Public/Government,12.403567,39.315735
Sugelitinen Health Post #22,Health Post,Benishangul Gumz,Public/Government,10.7378954,34.7895473
Hintsa Health Post #22,Health Post,Tigray,Public/Government,13.3345836,39.1952353
Dishi Geter Health Post #22,Health Post,South West Ethiopia,Public/Government,6.9803845,36.2107421
May Kuhli Health Center #22,Health Center,Tigray,Public/Government,14.235291,37.7508677
Gerhu Srnay Health Center #22,Health Center,Tigray,Public/Government,14.513671,39.1919197
Jidane Health Post #22,Health Post,Somali,Public/Government,9.667951400000002,41.8365267
Qaydar Health Post #22,Health Post,Somali,Public/Government,9.1283392,43.2480045
Legge Oda Mirga Health Post #23,Health Post,Dire Dawa,Public/Government,9.5118067,41.8684739
Mudi Aneno Health Post #23,Health Post,Dire Dawa,Public/Government,9.6605039,41.9269291
Abubeker Muti Health Post #23,Health Post,Harari,Public/Government,9.3645474,42.1321001
Kirkire Health Post #23,Health Post,Dire Dawa,Public/Government,9.5397812,41.7629778
Awoberkele Comprehensive Health Post #23,Health Post,Harari,Public/Government,9.3359552,42.1267323
Efoyita Health Center #23,Health Center,Addis Ababa,Public/Government,9.0160021,38.7931171
Addis Ketema Health Center #23,Health Center,Dire Dawa,Public/Government,9.6034558,41.8881215
Bokoji Primary Hospital #23,Hospital,Oromia,Public/Government,7.566733,39.276232
Dembi Dollo Compernsive Specialized Hospital #23,Hospital,Oromia,Public/Government,8.543316000000003,34.829909
Inemay Gemer Health Post #23,Health Post,Oromia,Public/Government,9.474818,35.666081
Danecho Health Post #23,Health Post,SNNP,Public/Government,7.9967086,38.2846212
Sibu Ebicha Health Post #23,Health Post,Oromia,Public/Government,9.267834,35.634077
Ynesa Lmrt Health Post #23,Health Post,Amhara,Public/Government,11.4282549,37.1752624
Tach Arisho Health Post #23,Health Post,SNNP,Public/Government,7.3085489,38.0173114
Hurumu Jibat Health Post #23,Health Post,Oromia,Public/Government,8.636993,37.453467
Geshe Health Post #23,Health Post,Oromia,Public/Government,8.1293956,36.5030386
Wachu Woltane Health Post #23,Health Post,Oromia,Public/Government,9.155578,40.971046
Elemo Health Center #23,Health Center,Oromia,Public/Government,8.4873168,35.8380455
Hidi Health Center #23,Health Center,Oromia,Public/Government,8.8128668,39.1042939
Balle Dorani Health Center #23,Health Center,Oromia,Public/Government,7.1080057000000005,40.5367225
Feresbet Primery Hospital #23,Hospital,Amhara,Public/Government,10.8784161,37.6260263
Megele 29 Health Post #23,Health Post,Benishangul Gumz,Public/Government,10.0632623,34.5693978
Sorya  Health Post #23,Health Post,Tigray,Public/Government,12.404567,39.316735
Sugelitinen Health Post #23,Health Post,Benishangul Gumz,Public/Government,10.7388954,34.7905473
Hintsa Health Post #23,Health Post,Tigray,Public/Government,13.3355836,39.1962353
Dishi Geter Health Post #23,Health Post,South West Ethiopia,Public/Government,6.9813845,36.2117421
May Kuhli Health Center #23,Health Center,Tigray,Public/Government,14.236291,37.7518677
Gerhu Srnay Health Center #23,Health Center,Tigray,Public/Government,14.514671,39.1929197
Jidane Health Post #23,Health Post,Somali,Public/Government,9.6689514,41.8375267
Qaydar Health Post #23,Health Post,Somali,Public/Government,9.1293392,43.2490045
Legge Oda Mirga Health Post #24,Health Post,Dire Dawa,Public/Government,9.5128067,41.8694739
Mudi Aneno Health Post #24,Health Post,Dire Dawa,Public/Government,9.6615039,41.9279291
Abubeker Muti Health Post #24,Health Post,Harari,Public/Government,9.3655474,42.1331001
Kirkire Health Post #24,Health Post,Dire Dawa,Public/Government,9.5407812,41.763977800000006
Awoberkele Comprehensive Health Post #24,Health Post,Harari,Public/Government,9.3369552,42.127732300000005
Efoyita Health Center #24,Health Center,Addis Ababa,Public/Government,9.0170021,38.7941171
Addis Ketema Health Center #24,Health Center,Dire Dawa,Public/Government,9.6044558,41.8891215
Bokoji Primary Hospital #24,Hospital,Oromia,Public/Government,7.567733,39.277232000000005
Dembi Dollo Compernsive Specialized Hospital #24,Hospital,Oromia,Public/Government,8.544316000000002,34.830909000000005
Inemay Gemer Health Post #24,Health Post,Oromia,Public/Government,9.475818,35.667081
Danecho Health Post #24,Health Post,SNNP,Public/Government,7.997708599999999,38.2856212
Sibu Ebicha Health Post #24,Health Post,Oromia,Public/Government,9.268834,35.635077
Ynesa Lmrt Health Post #24,Health Post,Amhara,Public/Government,11.4292549,37.176262400000006
Tach Arisho Health Post #24,Health Post,SNNP,Public/Government,7.309548899999999,38.0183114
Hurumu Jibat Health Post #24,Health Post,Oromia,Public/Government,8.637993,37.454467
Geshe Health Post #24,Health Post,Oromia,Public/Government,8.1303956,36.5040386
Wachu Woltane Health Post #24,Health Post,Oromia,Public/Government,9.156578,40.972046000000006
Elemo Health Center #24,Health Center,Oromia,Public/Government,8.4883168,35.839045500000005
Hidi Health Center #24,Health Center,Oromia,Public/Government,8.8138668,39.10529390000001
Balle Dorani Health Center #24,Health Center,Oromia,Public/Government,7.1090057,40.5377225
Feresbet Primery Hospital #24,Hospital,Amhara,Public/Government,10.8794161,37.6270263
Megele 29 Health Post #24,Health Post,Benishangul Gumz,Public/Government,10.0642623,34.5703978
Sorya  Health Post #24,Health Post,Tigray,Public/Government,12.405567,39.317735000000006
Sugelitinen Health Post #24,Health Post,Benishangul Gumz,Public/Government,10.7398954,34.791547300000005
Hintsa Health Post #24,Health Post,Tigray,Public/Government,13.3365836,39.1972353
Dishi Geter Health Post #24,Health Post,South West Ethiopia,Public/Government,6.982384499999999,36.2127421
May Kuhli Health Center #24,Health Center,Tigray,Public/Government,14.237291,37.7528677
Gerhu Srnay Health Center #24,Health Center,Tigray,Public/Government,14.515671,39.1939197
Jidane Health Post #24,Health Post,Somali,Public/Government,9.6699514,41.8385267
Qaydar Health Post #24,Health Post,Somali,Public/Government,9.1303392,43.2500045
Legge Oda Mirga Health Post #25,Health Post,Dire Dawa,Public/Government,9.5138067,41.8704739
Mudi Aneno Health Post #25,Health Post,Dire Dawa,Public/Government,9.6625039,41.9289291
Abubeker Muti Health Post #25,Health Post,Harari,Public/Government,9.3665474,42.1341001
Kirkire Health Post #25,Health Post,Dire Dawa,Public/Government,9.5417812,41.7649778
Awoberkele Comprehensive Health Post #25,Health Post,Harari,Public/Government,9.3379552,42.1287323
Efoyita Health Center #25,Health Center,Addis Ababa,Public/Government,9.0180021,38.7951171
Addis Ketema Health Center #25,Health Center,Dire Dawa,Public/Government,9.6054558,41.8901215
Bokoji Primary Hospital #25,Hospital,Oromia,Public/Government,7.568733,39.278232
Dembi Dollo Compernsive Specialized Hospital #25,Hospital,Oromia,Public/Government,8.545316000000001,34.831909
Inemay Gemer Health Post #25,Health Post,Oromia,Public/Government,9.476818,35.668081
Danecho Health Post #25,Health Post,SNNP,Public/Government,7.9987086,38.2866212
Sibu Ebicha Health Post #25,Health Post,Oromia,Public/Government,9.269834,35.636077
Ynesa Lmrt Health Post #25,Health Post,Amhara,Public/Government,11.4302549,37.1772624
Tach Arisho Health Post #25,Health Post,SNNP,Public/Government,7.3105489,38.0193114
Hurumu Jibat Health Post #25,Health Post,Oromia,Public/Government,8.638993,37.455467
Geshe Health Post #25,Health Post,Oromia,Public/Government,8.1313956,36.5050386
Wachu Woltane Health Post #25,Health Post,Oromia,Public/Government,9.157578,40.973046
Elemo Health Center #25,Health Center,Oromia,Public/Government,8.4893168,35.8400455
Hidi Health Center #25,Health Center,Oromia,Public/Government,8.814866799999999,39.1062939
Balle Dorani Health Center #25,Health Center,Oromia,Public/Government,7.1100057,40.5387225
Feresbet Primery Hospital #25,Hospital,Amhara,Public/Government,10.8804161,37.6280263
Megele 29 Health Post #25,Health Post,Benishangul Gumz,Public/Government,10.0652623,34.5713978
Sorya  Health Post #25,Health Post,Tigray,Public/Government,12.406567,39.318735
Sugelitinen Health Post #25,Health Post,Benishangul Gumz,Public/Government,10.7408954,34.7925473
Hintsa Health Post #25,Health Post,Tigray,Public/Government,13.3375836,39.1982353
Dishi Geter Health Post #25,Health Post,South West Ethiopia,Public/Government,6.9833845,36.2137421
May Kuhli Health Center #25,Health Center,Tigray,Public/Government,14.238290999999998,37.7538677
Gerhu Srnay Health Center #25,Health Center,Tigray,Public/Government,14.516671,39.1949197
Jidane Health Post #25,Health Post,Somali,Public/Government,9.6709514,41.8395267
Qaydar Health Post #25,Health Post,Somali,Public/Government,9.1313392,43.2510045
Legge Oda Mirga Health Post #26,Health Post,Dire Dawa,Public/Government,9.5148067,41.8714739
Mudi Aneno Health Post #26,Health Post,Dire Dawa,Public/Government,9.6635039,41.9299291
Abubeker Muti Health Post #26,Health Post,Harari,Public/Government,9.3675474,42.1351001
Kirkire Health Post #26,Health Post,Dire Dawa,Public/Government,9.5427812,41.7659778
Awoberkele Comprehensive Health Post #26,Health Post,Harari,Public/Government,9.3389552,42.1297323
Efoyita Health Center #26,Health Center,Addis Ababa,Public/Government,9.0190021,38.7961171
Addis Ketema Health Center #26,Health Center,Dire Dawa,Public/Government,9.6064558,41.8911215
Bokoji Primary Hospital #26,Hospital,Oromia,Public/Government,7.569733,39.279232
Dembi Dollo Compernsive Specialized Hospital #26,Hospital,Oromia,Public/Government,8.546316000000003,34.832909
Inemay Gemer Health Post #26,Health Post,Oromia,Public/Government,9.477818,35.669081
Danecho Health Post #26,Health Post,SNNP,Public/Government,7.9997086,38.2876212
Sibu Ebicha Health Post #26,Health Post,Oromia,Public/Government,9.270834,35.637077
Ynesa Lmrt Health Post #26,Health Post,Amhara,Public/Government,11.4312549,37.1782624
Tach Arisho Health Post #26,Health Post,SNNP,Public/Government,7.3115489,38.0203114
Hurumu Jibat Health Post #26,Health Post,Oromia,Public/Government,8.639993,37.456467
Geshe Health Post #26,Health Post,Oromia,Public/Government,8.1323956,36.5060386
Wachu Woltane Health Post #26,Health Post,Oromia,Public/Government,9.158578,40.974046
Elemo Health Center #26,Health Center,Oromia,Public/Government,8.4903168,35.8410455
Hidi Health Center #26,Health Center,Oromia,Public/Government,8.8158668,39.1072939
Balle Dorani Health Center #26,Health Center,Oromia,Public/Government,7.111005700000001,40.5397225
Feresbet Primery Hospital #26,Hospital,Amhara,Public/Government,10.8814161,37.6290263
Megele 29 Health Post #26,Health Post,Benishangul Gumz,Public/Government,10.0662623,34.5723978
Sorya  Health Post #26,Health Post,Tigray,Public/Government,12.407567,39.319735
Sugelitinen Health Post #26,Health Post,Benishangul Gumz,Public/Government,10.7418954,34.7935473
Hintsa Health Post #26,Health Post,Tigray,Public/Government,13.3385836,39.1992353
Dishi Geter Health Post #26,Health Post,South West Ethiopia,Public/Government,6.9843845,36.2147421
May Kuhli Health Center #26,Health Center,Tigray,Public/Government,14.239291,37.7548677
Gerhu Srnay Health Center #26,Health Center,Tigray,Public/Government,14.517671,39.1959197
Jidane Health Post #26,Health Post,Somali,Public/Government,9.6719514,41.8405267
Qaydar Health Post #26,Health Post,Somali,Public/Government,9.1323392,43.2520045
Legge Oda Mirga Health Post #27,Health Post,Dire Dawa,Public/Government,9.5158067,41.8724739
Mudi Aneno Health Post #27,Health Post,Dire Dawa,Public/Government,9.6645039,41.9309291
Abubeker Muti Health Post #27,Health Post,Harari,Public/Government,9.3685474,42.1361001
Kirkire Health Post #27,Health Post,Dire Dawa,Public/Government,9.5437812,41.76697780000001
Awoberkele Comprehensive Health Post #27,Health Post,Harari,Public/Government,9.3399552,42.130732300000005
Efoyita Health Center #27,Health Center,Addis Ababa,Public/Government,9.0200021,38.7971171
Addis Ketema Health Center #27,Health Center,Dire Dawa,Public/Government,9.6074558,41.8921215
Bokoji Primary Hospital #27,Hospital,Oromia,Public/Government,7.570733,39.280232000000005
Dembi Dollo Compernsive Specialized Hospital #27,Hospital,Oromia,Public/Government,8.547316000000002,34.833909000000006
Inemay Gemer Health Post #27,Health Post,Oromia,Public/Government,9.478818,35.670081
Danecho Health Post #27,Health Post,SNNP,Public/Government,8.0007086,38.2886212
Sibu Ebicha Health Post #27,Health Post,Oromia,Public/Government,9.271834,35.638077
Ynesa Lmrt Health Post #27,Health Post,Amhara,Public/Government,11.4322549,37.179262400000006
Tach Arisho Health Post #27,Health Post,SNNP,Public/Government,7.312548899999999,38.0213114
Hurumu Jibat Health Post #27,Health Post,Oromia,Public/Government,8.640993,37.457467
Geshe Health Post #27,Health Post,Oromia,Public/Government,8.1333956,36.5070386
Wachu Woltane Health Post #27,Health Post,Oromia,Public/Government,9.159578,40.975046000000006
Elemo Health Center #27,Health Center,Oromia,Public/Government,8.4913168,35.842045500000005
Hidi Health Center #27,Health Center,Oromia,Public/Government,8.8168668,39.10829390000001
Balle Dorani Health Center #27,Health Center,Oromia,Public/Government,7.1120057,40.5407225
Feresbet Primery Hospital #27,Hospital,Amhara,Public/Government,10.8824161,37.6300263
Megele 29 Health Post #27,Health Post,Benishangul Gumz,Public/Government,10.0672623,34.5733978
Sorya  Health Post #27,Health Post,Tigray,Public/Government,12.408567,39.320735000000006
Sugelitinen Health Post #27,Health Post,Benishangul Gumz,Public/Government,10.7428954,34.794547300000005
Hintsa Health Post #27,Health Post,Tigray,Public/Government,13.3395836,39.2002353
Dishi Geter Health Post #27,Health Post,South West Ethiopia,Public/Government,6.985384499999999,36.2157421
May Kuhli Health Center #27,Health Center,Tigray,Public/Government,14.240291,37.7558677
Gerhu Srnay Health Center #27,Health Center,Tigray,Public/Government,14.518671,39.1969197
Jidane Health Post #27,Health Post,Somali,Public/Government,9.6729514,41.8415267
Qaydar Health Post #27,Health Post,Somali,Public/Government,9.1333392,43.2530045
Legge Oda Mirga Health Post #28,Health Post,Dire Dawa,Public/Government,9.5168067,41.8734739
Mudi Aneno Health Post #28,Health Post,Dire Dawa,Public/Government,9.6655039,41.9319291
Abubeker Muti Health Post #28,Health Post,Harari,Public/Government,9.3695474,42.1371001
Kirkire Health Post #28,Health Post,Dire Dawa,Public/Government,9.5447812,41.7679778
Awoberkele Comprehensive Health Post #28,Health Post,Harari,Public/Government,9.3409552,42.1317323
Efoyita Health Center #28,Health Center,Addis Ababa,Public/Government,9.0210021,38.7981171
Addis Ketema Health Center #28,Health Center,Dire Dawa,Public/Government,9.6084558,41.8931215
Bokoji Primary Hospital #28,Hospital,Oromia,Public/Government,7.571733,39.281232
Dembi Dollo Compernsive Specialized Hospital #28,Hospital,Oromia,Public/Government,8.548316000000002,34.834909
Inemay Gemer Health Post #28,Health Post,Oromia,Public/Government,9.479818,35.671081
Danecho Health Post #28,Health Post,SNNP,Public/Government,8.001708599999999,38.2896212
Sibu Ebicha Health Post #28,Health Post,Oromia,Public/Government,9.272834,35.639077
Ynesa Lmrt Health Post #28,Health Post,Amhara,Public/Government,11.4332549,37.1802624
Tach Arisho Health Post #28,Health Post,SNNP,Public/Government,7.3135489,38.0223114
Hurumu Jibat Health Post #28,Health Post,Oromia,Public/Government,8.641993,37.458467
Geshe Health Post #28,Health Post,Oromia,Public/Government,8.1343956,36.5080386
Wachu Woltane Health Post #28,Health Post,Oromia,Public/Government,9.160578,40.976046
Elemo Health Center #28,Health Center,Oromia,Public/Government,8.4923168,35.8430455
Hidi Health Center #28,Health Center,Oromia,Public/Government,8.8178668,39.1092939
Balle Dorani Health Center #28,Health Center,Oromia,Public/Government,7.1130057,40.5417225
Feresbet Primery Hospital #28,Hospital,Amhara,Public/Government,10.8834161,37.6310263
Megele 29 Health Post #28,Health Post,Benishangul Gumz,Public/Government,10.0682623,34.5743978
Sorya  Health Post #28,Health Post,Tigray,Public/Government,12.409567,39.321735
Sugelitinen Health Post #28,Health Post,Benishangul Gumz,Public/Government,10.7438954,34.7955473
Hintsa Health Post #28,Health Post,Tigray,Public/Government,13.3405836,39.2012353
Dishi Geter Health Post #28,Health Post,South West Ethiopia,Public/Government,6.9863845,36.2167421
May Kuhli Health Center #28,Health Center,Tigray,Public/Government,14.241291,37.7568677
Gerhu Srnay Health Center #28,Health Center,Tigray,Public/Government,14.519671,39.1979197
Jidane Health Post #28,Health Post,Somali,Public/Government,9.6739514,41.8425267
Qaydar Health Post #28,Health Post,Somali,Public/Government,9.1343392,43.2540045
Legge Oda Mirga Health Post #29,Health Post,Dire Dawa,Public/Government,9.5178067,41.8744739
Mudi Aneno Health Post #29,Health Post,Dire Dawa,Public/Government,9.6665039,41.9329291
Abubeker Muti Health Post #29,Health Post,Harari,Public/Government,9.3705474,42.1381001
Kirkire Health Post #29,Health Post,Dire Dawa,Public/Government,9.5457812,41.7689778
Awoberkele Comprehensive Health Post #29,Health Post,Harari,Public/Government,9.3419552,42.1327323
Efoyita Health Center #29,Health Center,Addis Ababa,Public/Government,9.0220021,38.7991171
Addis Ketema Health Center #29,Health Center,Dire Dawa,Public/Government,9.6094558,41.8941215
Bokoji Primary Hospital #29,Hospital,Oromia,Public/Government,7.572732999999999,39.282232
Dembi Dollo Compernsive Specialized Hospital #29,Hospital,Oromia,Public/Government,8.549316000000003,34.835909
Inemay Gemer Health Post #29,Health Post,Oromia,Public/Government,9.480818,35.672081
Danecho Health Post #29,Health Post,SNNP,Public/Government,8.0027086,38.2906212
Sibu Ebicha Health Post #29,Health Post,Oromia,Public/Government,9.273834,35.640077
Ynesa Lmrt Health Post #29,Health Post,Amhara,Public/Government,11.4342549,37.1812624
Tach Arisho Health Post #29,Health Post,SNNP,Public/Government,7.314548899999999,38.0233114
Hurumu Jibat Health Post #29,Health Post,Oromia,Public/Government,8.642993,37.459467
Geshe Health Post #29,Health Post,Oromia,Public/Government,8.1353956,36.5090386
Wachu Woltane Health Post #29,Health Post,Oromia,Public/Government,9.161578,40.977046
Elemo Health Center #29,Health Center,Oromia,Public/Government,8.4933168,35.8440455
Hidi Health Center #29,Health Center,Oromia,Public/Government,8.8188668,39.1102939
Balle Dorani Health Center #29,Health Center,Oromia,Public/Government,7.1140057,40.5427225
Feresbet Primery Hospital #29,Hospital,Amhara,Public/Government,10.8844161,37.6320263
Megele 29 Health Post #29,Health Post,Benishangul Gumz,Public/Government,10.0692623,34.5753978
Sorya  Health Post #29,Health Post,Tigray,Public/Government,12.410567,39.322735
Sugelitinen Health Post #29,Health Post,Benishangul Gumz,Public/Government,10.7448954,34.7965473
Hintsa Health Post #29,Health Post,Tigray,Public/Government,13.3415836,39.2022353
Dishi Geter Health Post #29,Health Post,South West Ethiopia,Public/Government,6.987384499999999,36.2177421
May Kuhli Health Center #29,Health Center,Tigray,Public/Government,14.242291,37.7578677
Gerhu Srnay Health Center #29,Health Center,Tigray,Public/Government,14.520671,39.1989197
Jidane Health Post #29,Health Post,Somali,Public/Government,9.6749514,41.8435267
Qaydar Health Post #29,Health Post,Somali,Public/Government,9.1353392,43.2550045
Legge Oda Mirga Health Post #30,Health Post,Dire Dawa,Public/Government,9.5188067,41.8754739
Mudi Aneno Health Post #30,Health Post,Dire Dawa,Public/Government,9.6675039,41.9339291
Abubeker Muti Health Post #30,Health Post,Harari,Public/Government,9.3715474,42.1391001
Kirkire Health Post #30,Health Post,Dire Dawa,Public/Government,9.5467812,41.76997780000001
Awoberkele Comprehensive Health Post #30,Health Post,Harari,Public/Government,9.3429552,42.133732300000005
Efoyita Health Center #30,Health Center,Addis Ababa,Public/Government,9.0230021,38.8001171
Addis Ketema Health Center #30,Health Center,Dire Dawa,Public/Government,9.6104558,41.8951215
Bokoji Primary Hospital #30,Hospital,Oromia,Public/Government,7.573733,39.283232000000005
Dembi Dollo Compernsive Specialized Hospital #30,Hospital,Oromia,Public/Government,8.550316000000002,34.836909000000006
Inemay Gemer Health Post #30,Health Post,Oromia,Public/Government,9.481818,35.673081
Danecho Health Post #30,Health Post,SNNP,Public/Government,8.0037086,38.2916212
Sibu Ebicha Health Post #30,Health Post,Oromia,Public/Government,9.274834,35.641077
Ynesa Lmrt Health Post #30,Health Post,Amhara,Public/Government,11.4352549,37.182262400000006
Tach Arisho Health Post #30,Health Post,SNNP,Public/Government,7.3155489,38.0243114
Hurumu Jibat Health Post #30,Health Post,Oromia,Public/Government,8.643993,37.460467
Geshe Health Post #30,Health Post,Oromia,Public/Government,8.1363956,36.5100386
Wachu Woltane Health Post #30,Health Post,Oromia,Public/Government,9.162578,40.978046000000006
Elemo Health Center #30,Health Center,Oromia,Public/Government,8.4943168,35.845045500000005
Hidi Health Center #30,Health Center,Oromia,Public/Government,8.8198668,39.11129390000001
Balle Dorani Health Center #30,Health Center,Oromia,Public/Government,7.1150057,40.5437225
Feresbet Primery Hospital #30,Hospital,Amhara,Public/Government,10.8854161,37.6330263
Megele 29 Health Post #30,Health Post,Benishangul Gumz,Public/Government,10.0702623,34.5763978
Sorya  Health Post #30,Health Post,Tigray,Public/Government,12.411567,39.323735000000006
Sugelitinen Health Post #30,Health Post,Benishangul Gumz,Public/Government,10.7458954,34.797547300000005
Hintsa Health Post #30,Health Post,Tigray,Public/Government,13.3425836,39.2032353
Dishi Geter Health Post #30,Health Post,South West Ethiopia,Public/Government,6.9883845,36.2187421
May Kuhli Health Center #30,Health Center,Tigray,Public/Government,14.243291,37.7588677
Gerhu Srnay Health Center #30,Health Center,Tigray,Public/Government,14.521671,39.1999197
Jidane Health Post #30,Health Post,Somali,Public/Government,9.6759514,41.8445267
Qaydar Health Post #30,Health Post,Somali,Public/Government,9.1363392,43.2560045
Legge Oda Mirga Health Post #31,Health Post,Dire Dawa,Public/Government,9.5198067,41.8764739
Mudi Aneno Health Post #31,Health Post,Dire Dawa,Public/Government,9.6685039,41.9349291
Abubeker Muti Health Post #31,Health Post,Harari,Public/Government,9.3725474,42.1401001
Kirkire Health Post #31,Health Post,Dire Dawa,Public/Government,9.5477812,41.7709778
Awoberkele Comprehensive Health Post #31,Health Post,Harari,Public/Government,9.3439552,42.1347323
Efoyita Health Center #31,Health Center,Addis Ababa,Public/Government,9.0240021,38.8011171
Addis Ketema Health Center #31,Health Center,Dire Dawa,Public/Government,9.6114558,41.8961215
Bokoji Primary Hospital #31,Hospital,Oromia,Public/Government,7.574733,39.284232
Dembi Dollo Compernsive Specialized Hospital #31,Hospital,Oromia,Public/Government,8.551316000000002,34.837909
Inemay Gemer Health Post #31,Health Post,Oromia,Public/Government,9.482818,35.674081
Danecho Health Post #31,Health Post,SNNP,Public/Government,8.004708599999999,38.2926212
Sibu Ebicha Health Post #31,Health Post,Oromia,Public/Government,9.275834,35.642077
Ynesa Lmrt Health Post #31,Health Post,Amhara,Public/Government,11.4362549,37.1832624
Tach Arisho Health Post #31,Health Post,SNNP,Public/Government,7.3165489,38.0253114
Hurumu Jibat Health Post #31,Health Post,Oromia,Public/Government,8.644993,37.461467
Geshe Health Post #31,Health Post,Oromia,Public/Government,8.1373956,36.5110386
Wachu Woltane Health Post #31,Health Post,Oromia,Public/Government,9.163578,40.979046
Elemo Health Center #31,Health Center,Oromia,Public/Government,8.4953168,35.8460455
Hidi Health Center #31,Health Center,Oromia,Public/Government,8.8208668,39.1122939
Balle Dorani Health Center #31,Health Center,Oromia,Public/Government,7.1160057000000005,40.5447225
Feresbet Primery Hospital #31,Hospital,Amhara,Public/Government,10.8864161,37.6340263
Megele 29 Health Post #31,Health Post,Benishangul Gumz,Public/Government,10.0712623,34.5773978
Sorya  Health Post #31,Health Post,Tigray,Public/Government,12.412567,39.324735
Sugelitinen Health Post #31,Health Post,Benishangul Gumz,Public/Government,10.7468954,34.7985473
Hintsa Health Post #31,Health Post,Tigray,Public/Government,13.3435836,39.2042353
Dishi Geter Health Post #31,Health Post,South West Ethiopia,Public/Government,6.9893845,36.2197421
May Kuhli Health Center #31,Health Center,Tigray,Public/Government,14.244291,37.7598677
Gerhu Srnay Health Center #31,Health Center,Tigray,Public/Government,14.522671,39.2009197
Jidane Health Post #31,Health Post,Somali,Public/Government,9.6769514,41.8455267
Qaydar Health Post #31,Health Post,Somali,Public/Government,9.1373392,43.2570045
Legge Oda Mirga Health Post #32,Health Post,Dire Dawa,Public/Government,9.5208067,41.8774739
Mudi Aneno Health Post #32,Health Post,Dire Dawa,Public/Government,9.6695039,41.9359291
Abubeker Muti Health Post #32,Health Post,Harari,Public/Government,9.3735474,42.1411001
Kirkire Health Post #32,Health Post,Dire Dawa,Public/Government,9.5487812,41.7719778
Awoberkele Comprehensive Health Post #32,Health Post,Harari,Public/Government,9.3449552,42.1357323
Efoyita Health Center #32,Health Center,Addis Ababa,Public/Government,9.0250021,38.8021171
Addis Ketema Health Center #32,Health Center,Dire Dawa,Public/Government,9.6124558,41.8971215
Bokoji Primary Hospital #32,Hospital,Oromia,Public/Government,7.575733,39.285232
Dembi Dollo Compernsive Specialized Hospital #32,Hospital,Oromia,Public/Government,8.552316000000003,34.838909
Inemay Gemer Health Post #32,Health Post,Oromia,Public/Government,9.483818,35.675081
Danecho Health Post #32,Health Post,SNNP,Public/Government,8.0057086,38.2936212
Sibu Ebicha Health Post #32,Health Post,Oromia,Public/Government,9.276834,35.643077
Ynesa Lmrt Health Post #32,Health Post,Amhara,Public/Government,11.4372549,37.1842624
Tach Arisho Health Post #32,Health Post,SNNP,Public/Government,7.317548899999999,38.0263114
Hurumu Jibat Health Post #32,Health Post,Oromia,Public/Government,8.645993,37.462467
Geshe Health Post #32,Health Post,Oromia,Public/Government,8.1383956,36.5120386
Wachu Woltane Health Post #32,Health Post,Oromia,Public/Government,9.164578,40.980046
Elemo Health Center #32,Health Center,Oromia,Public/Government,8.4963168,35.8470455
Hidi Health Center #32,Health Center,Oromia,Public/Government,8.8218668,39.1132939
Balle Dorani Health Center #32,Health Center,Oromia,Public/Government,7.1170057,40.5457225
Feresbet Primery Hospital #32,Hospital,Amhara,Public/Government,10.8874161,37.6350263
Megele 29 Health Post #32,Health Post,Benishangul Gumz,Public/Government,10.0722623,34.5783978
Sorya  Health Post #32,Health Post,Tigray,Public/Government,12.413567,39.325735
Sugelitinen Health Post #32,Health Post,Benishangul Gumz,Public/Government,10.7478954,34.7995473
Hintsa Health Post #32,Health Post,Tigray,Public/Government,13.3445836,39.2052353
Dishi Geter Health Post #32,Health Post,South West Ethiopia,Public/Government,6.990384499999999,36.2207421
May Kuhli Health Center #32,Health Center,Tigray,Public/Government,14.245291,37.7608677
Gerhu Srnay Health Center #32,Health Center,Tigray,Public/Government,14.523671,39.2019197
Jidane Health Post #32,Health Post,Somali,Public/Government,9.6779514,41.8465267
Qaydar Health Post #32,Health Post,Somali,Public/Government,9.1383392,43.2580045
Legge Oda Mirga Health Post #33,Health Post,Dire Dawa,Public/Government,9.5218067,41.8784739
Mudi Aneno Health Post #33,Health Post,Dire Dawa,Public/Government,9.6705039,41.93692909999999
Abubeker Muti Health Post #33,Health Post,Harari,Public/Government,9.3745474,42.14210009999999
Kirkire Health Post #33,Health Post,Dire Dawa,Public/Government,9.5497812,41.7729778
Awoberkele Comprehensive Health Post #33,Health Post,Harari,Public/Government,9.3459552,42.1367323
Efoyita Health Center #33,Health Center,Addis Ababa,Public/Government,9.0260021,38.8031171
Addis Ketema Health Center #33,Health Center,Dire Dawa,Public/Government,9.6134558,41.8981215
Bokoji Primary Hospital #33,Hospital,Oromia,Public/Government,7.576733,39.286232
Dembi Dollo Compernsive Specialized Hospital #33,Hospital,Oromia,Public/Government,8.553316000000002,34.839909
Inemay Gemer Health Post #33,Health Post,Oromia,Public/Government,9.484818,35.676081
Danecho Health Post #33,Health Post,SNNP,Public/Government,8.0067086,38.2946212
Sibu Ebicha Health Post #33,Health Post,Oromia,Public/Government,9.277834,35.644077
Ynesa Lmrt Health Post #33,Health Post,Amhara,Public/Government,11.4382549,37.1852624
